,Unnamed: 0,review_id,user_id,city,rest_id,photos,date,rating,text
652191,652191,74PMA_22HQqS_jx9N3xeFA,GR5J2C2nhDZQuEsqycjntg,edinburgh,jpHVV9egbixc56MwP8rzbA,[],4/26/2010,1.0,"This was the worst take away I have ever had, it was last year sometime but the memory is still ripe.   I was lured by the online ordering and fancy packaging (why don't more people do this?) but completely disappointed in the results.   Unless you like your Chinese food overpriced, dripping in grease accompanied by dry tasteless fried rice, and wannabe dirty tasting dimsum then seriously PASS on Ricebox. I sent them an email to this extent after the meal, but never received a reply.   Less money on Marketing and more attention to fresh, great tasting food.   See my review on Chop Chop if you're looking for great Chinese in Edinburgh"
652192,652192,BxFYE2gBLGAbOlyIRagoSg,dIAHvx0I8T1OVNlgt2paVA,edinburgh,jpHVV9egbixc56MwP8rzbA,[],11/16/2008,4.0,"This is our chinese takeaway of choice too.   They have a handy online ordering site where you can save your usual order and directions to your house.   The food is good, solid, chinese fare. All the dishes you would expect from a chinese. It's not too full of MSG and it does taste good. They will also deliver extras like drinks and sauces.   The fortune cookies are a nice touch - you get a little packet with chopsticks, fortune cookies and a serviette. You can also collect vouchers for ricebox products like bowls and plates."
652193,652193,zxqn5WGhlIWPNMzq7iQZIQ,Mqg4L8flJmg8pqeR-uYyRg,edinburgh,jpHVV9egbixc56MwP8rzbA,[],4/9/2013,2.0,"Last night I was feeling lazy so my boyfriend and I decided to order from Rice Box - we'd heard good things from a friend and who can resist a cheeky Chinese carryout?  Now I wish I'd just cooked instead as the food was really disappointing.  Boyfriend thought his chicken satay and noodles were fine, but I barely touched my 'deep-fried shredded beef with chilli' and fried rice.  Shredded beef is one of those standard Chinese takeaway dishes, you'd have thought it'd be hard to do wrong but it turns out it is. The beef itself was chewy, and rather than being nice and crispy the batter was soggy - the chilli sauce itself is marketed as 'spicy' but isn't remotely. The fried rice wasn't great either - not awful, I ate most of it, but the rice itself was slightly undercooked. As a side note too, whilst I appreciate that they offer online ordering through their website, I didn't find it to be hugely user-friendly and signing up to a website such as Just Eat would probably be a better idea. Safe to say we won't be ordering from here again!"
652194,652194,UkirMzEY2FR9pVH5WIjI0A,YZtT78f32jBlkpZRBQ_Hig,edinburgh,jpHVV9egbixc56MwP8rzbA,[],4/24/2008,2.0,"A pretty average Chinese takeaway on Easter road, Ricebox is good if you live nearby and have a craving for Chinese, but I wouldnt really recommend ordering in, there's much better places in Leith! I ordered from Ricebox and picked the order up myself. By the time I got home (about 3 mins walk away) my hands were soaking in grease and the food was so soggy I barely ate any of it. We all know we shouldnt really eat too many take aways, but when the food's that greasy the guilt just wont go away! Not bad for a quick fix but I'd suggest looking elsewhere for a nice meal!"
652195,652195,qyudR1CFHtJOz_zsrQRwZw,qNtaTeRQ7BATPQVwXCi17g,edinburgh,jpHVV9egbixc56MwP8rzbA,[],12/31/2010,4.0,"You do hear a lot of bad things about Ricebox (someone getting a shoe lace in their noodles is a classic story!), but my husband and I love it. We've been ordering from them ever since we moved to Edinburgh five years ago. Their salt and chilli tofu is my favourite food ever.   My only criticisms would be that the staff on the phone could be nicer, and a couple of times our food has been very late and I've had to fight to get any kind of compensation. Once it had been 90 minutes since we ordered and the food still wasn't here, and they had the attitude of 'Not our problem.' This is particularly galling considering we order from them roughly once a fortnight! Occasionally it will take so long to arrive that it's soggy from condensation. But, we love the food so much we keep on going back!"
652196,652196,MdBi3RO1xnBs8voyfWs4lQ,ai-lb1pt586HE6qcpUidPA,edinburgh,jpHVV9egbixc56MwP8rzbA,[],9/30/2008,1.0,"Our order took ages to arrive - the delivery guy couldn't find us and went back to the shop (twice) before they got around to calling us. The food was pretty disgusting when we finally got it, and it's none too cheap, either. We haven't been back. I had to add one star to post this review but I wouldn't give it any at all."
652197,652197,Cr9aigxJwQKI9p0naYeRIg,7lwFE-rYydZJRpcPJk-loQ,edinburgh,jpHVV9egbixc56MwP8rzbA,[],4/26/2010,2.0,"Was surprised how poor this was. I'd heard a lot of good things about it but was left under-awed. Only good thing about it was the modern decor, struggling to think of anything else."
652198,652198,HvQElqlQW4i5Ir_EnfSjqg,2UkZKQBZVuroUBKYs9WzeQ,edinburgh,ZWwtcMzhADrhoAxSsoc3HQ,"['4JyeFrTX5Er0dMceC9HP4Q', 'elExAW6lEhCS9oK0HBh_7A', 'EwDLdfW5sOqxcMxQwPhvBQ']",8/15/2019,5.0,"I have to admit I never have had ""high tea"" before and I definitely think I've been spoiled! Wanting to experience Scotland/UK culture in all its culinary opportunities..high tea where the Queen has it...seemed right!  It was a treat and it was very good! They start you with a full glass of champagne then you pick your tea type; they bring a beautiful tea pot out with the tea leaves in it and hot water.. steeping as you eat. Be for-warned the champagne is NOT part of the tea experience and they don't tell you that when they offer it... and it was the most expensive champagne we ever had! Next comes a little taste of a soup in a tiny tea cup.  Our 1st tower of food was all savory treats.. two of each so we both try the same items. Though they appear small in size they were full of flavor.. delicate and good!  Then another full glass of champagne (again, you'll pay).... Next we were brought a tower of sweet treats...again small but rich in flavor. More champagne offered but we still needed to find our way back to our hotel..lol! (Thank goodness or we'd be washing dishes!) Lastly a taste of a sorbet to refresh out palate! Lovely experience!"
652200,652200,gn_8D9vESN8McDxJ21PT7w,p1nQdgzvp6_SGPrPpQUEVg,edinburgh,ZWwtcMzhADrhoAxSsoc3HQ,"['5SMB-1ki0N-7VEwS1pz42Q', 'KmRzntSxfKZ5IbnTNSM70g', 'zkXgMHhvRTQTidYlNIuB9A']",6/15/2018,5.0,"Phenomenal experience, really. I had my heart set on experiencing a proper English afternoon tea, and my husband and I got that and so much more. If you've never experienced afternoon tea in the U.K., this is the place in Edinburgh. Service, presentation, taste, atmosphere -- everything was impeccably executed. The staff makes you feel so special.   My suggestion is that you don't eat before you get here. Though little, these tiny bites add up. From the soup course, to the savory tea stand, to the sweet tea stand, and then finally the palate cleanser-- with all the tea you can drink-- you'll feel like you need to be rolled out the door afterward. Every element was so beautifully crafted. If you are staying or live nearby, though, they're more than happy to send you off with a box to take leftovers home.   I really hope to be able to experience this again. My husband and I had so much fun. We were on our honeymoon in Scotland and afternoon tea at the Colonnades made it so much more special."
652201,652201,CPhsSrdOVHi7eiJ7tdMX6w,hihNuqYNKDwAwHeGNURE_g,edinburgh,ZWwtcMzhADrhoAxSsoc3HQ,"['memgzLPvpdU5FRWKoO_5bg', 'wXTgcotrGNa4eTHC5veHCg', '0_QjTebeXDe3yEFMmWi2og']",7/27/2018,5.0,I can't imagine a more perfect spot for Afternoon Tea. This is the quintessential British tea experience set inside of the beautiful Signet Library. Absolutely impressive! From the amuse bouche which was a Thai sweet potato soup to savoury followed by sweet trays and finishing off with a sorbet to the impeccable service. I can not recommend a better way to treat yourself while visiting Edinburgh. Not only is there a fine selection of teas but they also offer champagne and cocktails. They also accommodated me as a pescatarian with equally delicious options. We were also told by one of our servers that the Queen of England herself just had tea at the Colonnades this month. If the Colonnades is good enough for the Queen it most certainly is good enough for me.
652206,652206,rondoiOk9-hTt833jR2ZLA,PZ9vptf_gM5BUW0UUGl7ww,edinburgh,ZWwtcMzhADrhoAxSsoc3HQ,"['yWSvQy1B41e_KKFeZ_moVg', 'pAb8VL9pFWVWY_GWpTWziA', 'OU6lrM059N8muahvQY4p6g']",2/27/2016,5.0,"I love going for afternoon tea but if you are looking for a seriously indulgent afternoon tea experience, you need to visit Colonnades. It is seriously impressive.   Set within the beautiful Signet library, you are served up a four course afternoon tea in the most beautiful surroundings. None of the tables are too close to each other and everything is beautiful - you are made to feel very special and treated to a little bit of luxury.   Two waiters attended to us during our visit. We booked the afternoon tea online which was 25.00 each (it is usually 30.00) and on arrival, we found out that this included UNLIMITED TEA. You could literally try as many different pots of tea as you like (and they encourage you to do so and be creative!). And if you are not a a tea lover, this also includes coffee and hot chocolate.   The first course was a small cup of onion & thyme soup. I thought this sounded a little strange, but wow - it was one of the best things I have ever tasted! Creamy, delcious and the perfect portion size.   The savoury stand arrived next with plenty of amazing treats to choose from. Think that beetroot meringue doesn't work? THINK AGAIN! It was so beautiful and the small beef wellingtons were equally as tasty. There was also a gorgeous savoury cheesecake topped with pesto which I could have eaten all day. Again, portion control was perfect!  The sweet stand was what my friend and I were eagerly waiting on and we were not disappointed. An eclair that tastes of parma violets?! It happened! There was a beautiful champagne jelly that was just melt in the mouth. There was far too much and our waiter very kindly agreed to box up my leftover treats to I could take them home. And they didn't just come in a simple box - they were boxed and placed in a lovely reusable bag making them so easy to carry around. PERFECT!   And finally, the experience was ended with a lovely lemon sorbet that cleansed the pallet and just rounded off a beautiful afternoon.   Offering me unlimited tea probably isn't the best thing to do. I tried the Signet Blend which was beautiful and very much like a strong version of Tetley. The Jasmine tea was really nice too. I wanted to try more tea but I was literally full which is a pity. All of the teas are served in gorgeous teapots with separate strainers which I did want to take home with me - everything was so beautiful!!   At the surrounding tables, couples were enjoying a romantic afternoon tea and families were celebrating milestone birthdays. I completely understand why they chose to visit Colonnades. The staff do an exceptional job and nothing is too much trouble. If there was a way to give 6 stars, I would immediately! I cannot wait to visit Colonnades again."
652207,652207,JXLT6vN7YXbBg3he1GJaMQ,neMi0e3dZaUtX7Sg-3Qytw,edinburgh,ZWwtcMzhADrhoAxSsoc3HQ,[],8/21/2015,4.0,"Afternoon tea is an extravagant treat and one of my favourite indulgences so I feel very excited to say that I may have found the best one in Edinburgh! Located just a stone's throw away from the historic Royal Mile of Edinburgh lies the Colonnades tea room, set within the beautiful Signet Library. There's a real sense of occasion when you take Afternoon Tea at Colonnades - as you walk through the hall the main room opens up before you with beautiful Corinthian columns towering above diners, and old books lining the walls and galleries, handwoven carpets and mirrored tables reflecting the ceiling detail. It really does feel a very special and awe inspiring place for tea!  The recently opened Colonnades tea salon is part of Heritage Portfolio's collection of stunning venues. Their afternoon tea will be served year round alongside light lunches and cakes, and the menu will change seasonally depending on what is available, often featuring produce grown by the team in their gardens in Leith.  Starting with the tea - there is a good selection on the menu with their own Signet blend too, not to mention coffee and alcoholic choices too. Fans of last year's Pommery champagne bar will be relieved to hear there is still a huge choice of champagne and cocktails on the menu. I tried a Lapsang Souchong and as the refills are free I also tried a Russian Caravan blend which smelled like a summer evening by a campfire! The staff were so welcoming and friendly offering suggestions on the teas and patiently explaining every course in detail.  The Colonnades afternoon tea is slightly different to many I have had. They have made as much effort with the savoury course as they have the sweet. Each course is treated as a full course in its own right. The Savoury course arrived all on its own with three tiers, yes all three tiers, of beautifully presented goodies including an Aberdeen Angus mini burger on brioche bun, a flaky hot cheese tart with caramelised onions, fruity mini prawn cocktail with mango salsa and a Shetland Salmon tartare on oatcakes.  I thought it couldn't get any better after the savouries but then the sweet course arrived with another three tiers of deliciousness! My favourites included an incredible mini lemon meringue tart, a passion fruit eclair and a mille feuille with Perthshire strawberries and grahams organic cream. They really did look and taste perfect! My partner is a chocolate fiend, you cant leave anything in the house and expect it still to be there the next day! He was head over heels in love with the Belgian chocolate and sea salted caramel tart. I always order the fruity puddings but I have to agree that this little treat was something special. If they were available to order I'd be there waiting to collect! The chocolate ganache was rich and creamy, the caramel just salty enough to balance the crunchy pastry tart case - Wow!"
652208,652208,du0k-akAhGtENPOIB2uTgg,44MsSi-FOHCQJxeQtlqbjA,edinburgh,ZWwtcMzhADrhoAxSsoc3HQ,[],7/21/2016,5.0,This was a highlight of our trip. The signet library is located behind st Giles cathedral. What a gorgeous setting for a fine tea experience  reserve online to avoid disappointment. The service is top notch the stands contain a wide range of savory delights and sweet desserts. The amuse was a sweet corn soup with smoked paprika which everyone loved. There are numerous teas to select from and they are unlimited so you can try several and the server can find one to please you. The savory stand had a wide range of tastes. We all enjoyed the variety. The sweet stand also had many textures and treats. We were full and the remaining treats were packaged in takeaway containers and placed in a lovely souvenir burlap bag. We were celebrating my daughters 21st birthday and they came out with a lit candle on the dessert. The finishing touch was a delicious lemon sorbet. We enjoyed the presentation and encourage you to try the tea for thirty pounds. It was a good value for such a wonderful meal. We had five in our party  could not say enough how we all enjoyed this. They have champagne and cocktails as well. Family friendly for well behaved children.
652211,652211,cmygbkfwkPWFJOol8MSgYA,9Y7M-sdl3OzIhFeFYtB1cQ,edinburgh,ZWwtcMzhADrhoAxSsoc3HQ,[],12/31/2015,4.0,"Remember when the librarian used to tell you not to eat or drink in the library? Well, you can at Colonnades, a truly beautiful setting to enjoy afternoon tea surrounded by books. The food is pretty good too, although the sweet tray was a little overwhelming for me. Excellent teas - I had both the lapsang souchong and the Darjeeling."
652214,652214,hStP7iW3YuyZkTlNp-VZ-A,9Rl-nLET2iMQuHN1shFbTg,edinburgh,Lp2CaHaA39pdAjhphI8jJw,[],7/18/2018,5.0,Absolutely delicious!! We weren't too familiar with some of the food choices but the waitress was very helpful. Served in small sharing plates which was perfect for sharing and sampling. We loved everything!
652215,652215,JfVTwT0-swCCwrrfYONUag,UDm_mrM67g-U-TxfFdrLew,edinburgh,Lp2CaHaA39pdAjhphI8jJw,[],9/14/2015,3.0,We last ate here some 16/17 years ago when it had a different name & we were happy to see it still operating upon our recent visit to Edinburgh - the original Turkish restaurant however was a level far above what we recently experienced.  The food was okay - nothing particularly spectacular & thus we're unlikely to return.
652216,652216,mY_RQh8ylev18UBW4X8ztA,HvQ576LJm6i6QZuTwl7WVg,edinburgh,Lp2CaHaA39pdAjhphI8jJw,[],7/8/2015,3.0,"Minimalistic, like Jenny L said, perhaps lacking in personality, but then I came here for the food so decided to overlook this minor detail... The location is good, just off the hustle and bustle of Princes Street so a good option for local and tourists alike.    I came in yesterday for the 9.95 lunch mezze deal. My partner and I naively ordered almost the same things and ended up with way too much hummus and falafel and not enough in the way of vegetables. There was plenty of pita bread (served warm) and the mixed mediterranean vegetables with yogurt were pretty tasty. The food was fine but for me personally really lacked garlic and seasoning. The hummus was creamy and fresh-tasting but pretty bland. The price was fine given the portions but I left feeling a little unsatisfied by the flavours.  Given the variety in Edinburgh I would probably not return here in a hurry to give it a second chance."
652218,652218,PhEgzPJqbuQB8MubMAY3zQ,X2uF3C3YBD24xcgKA104Sw,edinburgh,Lp2CaHaA39pdAjhphI8jJw,[],12/31/2015,4.0,"I used to enjoy the odd trip to Nargile, but it's replacement, Yeni, is a fine choice. If you check out Jen Y.'s review, it looks like the restaurant is one and the same, but rebranded. We had the pre-theatre menu and were spoiled for choice. From light spinach filo cigarello rolls, to some darn tasty shakshuka (a Catriona C. favourite), vegetables in garlic yoghurt sauce to baked falafel. With an accompanying plate of pita, we struggled to finish our main, let alone finish up with dessert. I'd definitely return for seconds though."
652219,652219,K4f72z7Yny5zIw_8Jf49pA,PQq5JGWvr0u_IKDXZyDAgA,edinburgh,Lp2CaHaA39pdAjhphI8jJw,[],5/2/2013,4.0,"Set off on a sunny Monday evening with an itison voucher in hand to give this place a whirl and we werent disappointed. On a arrival we were greeted by a very friendly waitress and the place itself was bright and modern. The menu for the voucher was similair to the main menu only excluding the mini mains, so I cannot comment on those.   We opted for:  Cold meze  humus, Shaksuka, Dolma, olives  Hot Meze  Calamari, Sucuk, Spinach Borek  Nerellom Ascalese Arpeggio Sicilian wine  Everything was really nice and the wine was reasonably priced. The stand out dishes that made us discuss a repeat visit were the calamari, humus, Shaksuka and Sucuk. Even the pita breads were really good. Wish I had taken some photos as everything was reallly nicely presented.   Could not fault a dish from the hummous to the pitta breads, which normlly for me in meze/tapas etc theres something that is a bit weird or seems have come from a tin. Never a fan of eating anywhere around George Street as I seem to have had a lot of medicore and occassionally expensive meals, but this place is great."
652220,652220,ATCU5QgpQTzd_hx8rgc27g,lOZKlSyQa-jSv4HZ66okGg,edinburgh,Lp2CaHaA39pdAjhphI8jJw,[],2/13/2014,4.0,"Meze Me Full and Call Me Ikram  This place is great, really, really good Turkish food, at a great price with top notch service. We got booked in over the weekend of the Calcutta Cup, a table for 4 is hard to come by on those weekends- and my mum managed to book it on the day!  A few drinks beforehand in one of the many awesome bars on Hannover Street, and empty tummies were in need of satisfaction. Friendly welcome, don't be put off by the guy at the door handing our Hummus Canapes, it's not a sign of desperation as the place was half full and there were a lot of regulars.   The menu is huge, so we were quite relieved when the lady came over and said that they do 'set menu' for 20 a head and bring over a selection of stuff - which is taking the pain out of group eating in a Meze restaurant - ok we will take 4 of those, and 2 bottles of red wine thanks.   The cold stuff came super quick, plenty of warm pitta bread to mop up copious amounts of hummus, sliced sausage, aubergine and tomato and other dishes which I can't remember. Hot stuff started coming before we were done there, with calamari, chicken, feta and spinach pastries and hot vegetable dishes also. I know what most of these are called in Greek, but not in Turkish, sorry  The finale was the main course, and we got a platter of succulent chicken kebabs, as well as a huge pitta stuffed with freshly cooked lamb - that really was 10 out of 10.  Ok, so why isn't this 5 star, because it wasn't the most amazing Mediterranean food I have ever it had, its strong 4 star, with definite 5 star elements. My dad started speaking nonsense to the manager who gave him a voucher for a comp bottle of wine next time we are in - thanks Dad, seeing as you live in Aberdeen, I'll be taking that.  Boom!"
652221,652221,U-d50RPkOWPukJtcHSvnZA,fKi8ZF3xpJJkgSusRubeMA,edinburgh,Lp2CaHaA39pdAjhphI8jJw,[],9/26/2013,3.0,"We booked a table on a voucher for 2 people and they were happy to use the voucher for 4 people. The deal was for 12 'tasting sizes' containing of 6 cold and 6 warm Meze.  In addition we ordered extra fried calamari, tzaziki and an artichoke with dry roasted tomatoes.  It was all a bit of a mixed bag as each one of us preferred different dishes.  My personal favourite was the calamari, which was nicely crispy outside and soft on the inside (and not chewy like you get in some other places).   The ambiance is a bit bare, but the music created a great compensation for that. We noticed that we were humming along while enjoying the dishes in front. There is a good level of noise as we didn't have to over shout the music either.   Service was very friendly, but a little chaotic. It took us 3 requests to actually get the bill to our table. They closed the kitchen at 9pm so we decided to have coffee and dessert elsewhere.  That was actually fine with me as I didn't fancy any of the dessert on the menu.   So in all it was a good experience and there were some definite highlights, but it lacked that cohesion and finesse to make it stand out."
652230,652230,fuaQ7n3TbhST9ITCitFQJQ,hihNuqYNKDwAwHeGNURE_g,edinburgh,QNhXQmriL6r2W_VrsUmEMg,['4b_I0qyWMLTYSY_YE-joLg'],7/30/2018,5.0,"Looking for a small evening snack after enjoying cocktails next door, the Pakora Bar had caught my eye since we arrived in Edinburgh and I'd been wanting to try it. Service was excellent! Everyone was friendly and helpful. I couldn't decide between the fish or paneer pakora. Our server suggested we do half and half. I love being able to have that option especially being generally indecisive and always wanting variety! It was the perfect option and the perfect amount of food for us. Each pakora dish also comes with a sauce. Again, our server suggested we try two different ones and he would give us half of a spicy sauce and half yogurt based and we were only charged for one sauce. Both pakoras were fantastic. Especially the fish, it was so flavourful. I highly recommend this place and wish that I could have more time in Edinburgh so I can come back and try more dishes here!"
652232,652232,J_-8TrH4hoaWcWAxv1U3iA,0VyDSM1uIrTU8LfaFh8JdA,edinburgh,QNhXQmriL6r2W_VrsUmEMg,[],6/29/2018,5.0,Loved this place so much-- Haggis pakora 4 lyfe! Service is aces.
652240,652240,V2lKiaxXaABNuIGM-hUb_g,txzOZrHK9EVY0kYjSuXkKg,edinburgh,QNhXQmriL6r2W_VrsUmEMg,[],8/31/2016,4.0,"Keenly priced (based on one visit sitting in) range of pakoras (10 or so types), dhal soups and other such items with friendly service, occasional DJ sets and late opening for the post-club crowd this is a good local addition to the city's quality fast food outlets.  No toilet though so keep that in mind if planning to sit in."
652241,652241,bPWbIq686acM3ykop2qDdg,9Rl-nLET2iMQuHN1shFbTg,edinburgh,QNhXQmriL6r2W_VrsUmEMg,[],7/18/2018,5.0,This food was AMAZING!! Not too familiar with Indian food but the waiter was very helpful and steered us in the right direction. We are everything!!  Wish we had time to revisit before having to leave.
652243,652243,t314qYzXXgwNXhG2Fuw3Hg,x2oJ8s6SrBU1s9vlQPcgbA,edinburgh,QNhXQmriL6r2W_VrsUmEMg,[],10/31/2017,5.0,"We really enjoyed The Pakora Bar- so much in fact we came back twice during our visit to Edinburgh. Good location in New Town as our hotel was just around the corner- nice place for a quick lunch or takeout.  Food was flavorful, prices were good, and the staff were friendly.  Definitely recommend this place."
652246,652246,gObZbgxqv3EXaIuRDUbuTA,an8U16gLBUAT2S2Hlr8G2w,edinburgh,QNhXQmriL6r2W_VrsUmEMg,[],9/24/2016,5.0,No frills tasty food. Had haggis and chicken pakora mix which was perfect to share for two. I had the spicy sausage and my partner had their chicken curry. The sauces are amazing as are the spicy onions. Perfect portions. It's a takeaway essentially so no bathroom but would recommend going for food then over to the pub for a drink.  Is also perfect after a night out. Nice fresh food and pretty sure it'd be as good the morning after haha! Give it a whirl. Really friendly and welcoming.
652249,652249,unc2g0krULEFlM1a_r-lfA,YfpIsl9__1U4J1IX6rpzrQ,edinburgh,CwV4b3fhMs7JEM8_NFYe9w,"['HnZnxuNIahvaawqmf_72CQ', 'AnTVbdk-jQPQlkbLuvyU2g', 'NuvhsNV9GBD-huhDKvIjbQ']",3/20/2019,5.0,"A spectacular dinner, my absolute favorite in Edinburgh to date.   From the charming tucked-away ambiance and little differently decorated rooms to the attentive and helpful waiters to the delicious food, this was all in all a True 5 star experiance.   High class dining without pretension will always be my holy grail, and Forage and Chatter has done an excellent job of achieving just that. The appetizers, arancini and ""mushroom 7 ways"" showcased local ingredients, cooking finesse, and creativity. The mains, duck and leek pasta were hearty and satisfying. The dessert, especially the cheese board, was very thoughtfully selected and a great value.   Overall it was awesome. Great service from the staff, who helped us pick wine, and comped a meal at the table behind us at the merest hint of dissatisfaction from the diner. Would, and likely will, return."
652251,652251,-ta0ymmkoa15BdYT-GF7OA,osM4Ssqj-w-JTXGVe7TTuA,edinburgh,CwV4b3fhMs7JEM8_NFYe9w,"['IwjYPUMK0Kp9ueMeWQRe_g', 'YzJ8hHM2Bfc-iGy5GHpNVw', '4MKhXTWJ6eQ-cDqk8wczew']",2/3/2019,5.0,"Came in for lunch with a reservation, which I recommend just so you make sure you get a table. We sat in the back terrace area and it was really charming and cute. The wait staff was very friendly and welcoming. We had a fantastic meal that felt like we were eating the best of Scotland's wonders. The seafood, vegetables, and poultry were all stunning. I walked away with a smile on my face, fully content, full and wishing I could come back immediately. A winner in my book."
