,Unnamed: 0,review_id,user_id,city,rest_id,photos,date,rating,text
634448,634448,zXEWmZRc-T3xELrPAtYkFg,-B07E1F0tZ3HvgVdwJTj_A,singapore,gPmD_yz_3DK6q8gmCfjpOA,[],6/14/2015,2.0,"Portions are fair for the price. The taste is okay.The Pork Noodles is not bak chor mee, but has a non-committal dash of vinegar. The chilli is pretty potent and masks out most other flavours. The mushroom noodles was quite interesting with a few types of mushrooms thrown in the mix, but after adding the same said chilli, both types of noodles had an all too similar note.The fried chicken wings come with a bit of chilli to dip the wings into, but very little of it sticks onto the chicken. It would've been much better to have had the wings marinated in the chilli.I Want My Noodle is marketed as being made by noodle craftsmen, making fresh noodles everyday. The noodles look like they come straight out of an instant noodle packet and is not distinctive enough from those to make an impression in terms of bite or flavour.All in all, you could eat here and you could be reasonably satiated if you want something to eat. But it's so unremarkable I probably won't return."
634450,634450,9wX5MIhFiLTOtED9M-HLBA,hZcIHfYcpV4pEQ624Xa-SA,singapore,wrdLrTcHXlL4UsiYn3cgKQ,[],10/27/2018,3.0,"Coffee is good, food is not bad. Good for a quick brunch. I don't think I'll come for a 2nd time."
634452,634452,UgU10gex9x_8O84j4L-d_g,u3UeOW3VDrvwGZKbKHQy8A,singapore,wrdLrTcHXlL4UsiYn3cgKQ,[],7/1/2017,2.0,"There are a few times in life when a meal overwhelms your senses with craftsmanship and complexity. This meal is not it. It is middle of the road fare at unreasonable prices. Very unremarkable food that certainly could be better prepared in the home kitchen. I ordered an $11 banana-blueberry smoothie expecting a taste that justifies the price. Instead, I received a blueberry smoothie without the banana because the kitchen had none in stock. I wasn't even given a choice to decline or change my order, rather it was served to me expecting me to just take it. I did, because I don't like causing a scene, and it was as disappointing as my $13 breakfast sandwich with $5 has brown top up as their dishes don't come with sides. Sad!"
634453,634453,oWNoTlA7pRq3MrBt6faMyQ,LrzKBLOgxyRp2xjv0kgwmw,singapore,wrdLrTcHXlL4UsiYn3cgKQ,"['v66qdsVM6OAE7YuZosZuqw', 'xxU2vEfs5fLxXnc0Vofpjw', 'eb2OVghGE3ksFhdLOA3THg']",8/17/2016,4.0,"I like this place! First of all, it opens at 9am, coffee is super awesome with unique coffee blends. Breakfast toast + coffee or tea set is only $12.90.Lunch sets at $15.90.I would say it's very very reasonable deal."
634455,634455,GmWjvRMQHCrcvFT427P-Rg,3g_vgaCNlvR5uKmUkSz8Rw,singapore,wrdLrTcHXlL4UsiYn3cgKQ,[],11/9/2015,4.0,"Favorite place for yogis! I heard that they use to give discounts to students studying for their yoga teaching certificate at Tirisula, but sadly that's no longer the case.Best coffee in Arab Street! My favorite order is the Mexican salad with organic chicken and fresh guacamole. Fresh greens, shredded chicken, and zesty guac--me encanta! Other yogis have ordered the Mongolian beef salad and salmon salad. Also quite good! I've also tried their toast, and loved the honey they have! Would def. come back for some food if I'm in the area!"
634456,634456,B69S5kllZvqwa8p7MKOsZw,nzIq7_i0C79ToOp-U5e0fA,singapore,wrdLrTcHXlL4UsiYn3cgKQ,"['nZhevkyP6GsdseEnvNHsMQ', 'm868INQlgLTReEpHjC0G1Q', 'y7Gu_DfDntwqmriB16C7_w']",7/21/2015,4.0,"I really enjoyed my lunch here! I went with a friend who's a very healthy eater, and judging by the big lunch crowd, it seems to be a nice respite from all the other not-so-healthy eateries in the area.I tried the Brazilian chicken over couscous and it was everything I wanted. Juicy skewered chicken with lots of flavour but not very spicy, gently placed over couscous that had dollops of pesto and the best goat cheese I've tasted in a while. Factor in the texture, and it went so well together. Top it off with a good olive oil, and daaaaaamn son!It appears they have a decent coffee menu and some bar concoctions, but the food left such a great impression on me that I wouldn't mind re-visiting and trying more on the menu."
634458,634458,LrpYh0Q2K0UIhrFZZ8XTsQ,H8mXfh5XgGCqmMLwVH7k5A,singapore,wrdLrTcHXlL4UsiYn3cgKQ,"['GpH61P9EaHf0y0JwSXHmwg', 'mDltfXg3uGIx8kbAdKAIYg', 'G7z4qJk7a8Pr_wFe3BDUnA']",12/26/2014,4.0,"So I chanced upon this place after seeing danielfoodiary visit this on instagram. So I got some deal.com.sg vouchers and got 4 other friends to check it out.Here is the store front, it's at the edge of Arab street, I walked about 5 minutes from Bugis MRT Exit D (Downtown line)Once you enter the shop, you will see the bar and front counter, sadly all those sandwiches up on the chalkboard were not available for dinner. I was so looking forward to trying the fully sick sandwich. I guess I have to come back here during lunch time then!So here is their 2 page dinner menu. It is not a lot of items, but it is good, as you don't have to waste too much time picking items. As a group of 5 we decided to pick a bunch of appetizers1. Cracker Squid ($13)The squid was okay, the batter could be crispier, the tartar sauce was okay. The dish looked presentable, but it just didn't taste as good as I had hoped it to be.2. Squid Taco, Pulled Pork Taco, Fish Taco ($8 each)For the pulled pork, that was apparently cooked for 12 hours, it tastes not too bad. Generally pulled pork is very sweet and this wasn't too sweet. I only wish the taco was the crispy corn kind, rather than the flat bread kind. This had me missing my Doritos Tacos for 99 cents in the US!3. Lotus Root Croquettes ($12)I decided to order this as I found this to be interesting, instead of one lotus root, it was all mashed up and shredded up. Pretty much like a mashed sweet potato breaded and fried. I found it a bit strange. The cilantro dip was not too bad, I liked the spices and it added some flavour to the sweetness of the lotus root.4. Truffle Hot Chips ($8)Pretty decent truffle chips, you could definitely smell and taste the truffle oil. My friends even commented that it might be better than Habitat's truffle fries! A pretty good compliment if I might say so myself. They are generous with the fries for just $8 nett. 5 of us each had a good share of it!Main Courses :1. Steak Out ($18)I saw a comment on facebook that their steak was juicy and tender and decided to give it a try. We ordered it Medium and it did come Medium! Hurray! for cooks who know what they are doing! The steak was indeed juicy, tender and not dry! I enjoyed it thoroughly. I would definitely order it again if I was here for dinner.2. Pork Yakitori ($15)For $15, I think this dish is overpriced, unlike the japanese yakitori, this did not taste like it had the yakitori sauce/teriyaki sauce on it. It reminded me of the halal kebabs, not sure why. The potato salad on the side though, was amazing! It tasted like a egg/carrot/potato salad? I am not exactly sure what ingredients went into it, but it was more amazing than the yakitori itself. The yakitori was okay, it was juicy, tender, it was abit hard getting the meat off the stick, but at least the meat wasn't dry.Desserts :1. Brownie ($6)Apparently one of their best sellers, this brownie looked very humble, but once you dig your dessert spoon into it, you realize that it is very dense. Unlike most brownies that you would eat and feel gerlat, ""heaty"", or feel like you're about to get a sore throat the next morning. This brownie gives you that same sensation but not to that extreme. I feel that it would be well paired up with the SegaFreddo, but not at $10 more.2. SegaFreddo ($10) - Brandy Hazelnut GelatoThe cheerful waitress recommended us to try this Brandy infused, hazelnut gelato. There were indeed alot of whole hazelnuts in this Gelato, but I could hardly taste the Brandy. Even though the waiter who served it to us, asked us to eat it with caution, as if we would be completely tipsy from eating the dessert. It was a nice dessert, but definitely not worth $10. We spent a total of $125 for 5 people, with the deal vouchers. It was a worthy dining experience. The shop itself seats at very most 15 pax, I hope they would consider serving the sandwiches during dinner, as I believe it would attract more customers.The service was good and throughout the 2 hours that we were there, the nice Indian lady asked us several times if we needed service, water top up, or any food recommendations as she knew that we were looking for ways to spend the $125."
634459,634459,5bteKtqbdevRmkqHEIST3Q,xU3sDPonLx1_w4t6wOOpdg,singapore,wrdLrTcHXlL4UsiYn3cgKQ,[],8/9/2016,3.0,"Chill vibes and nice servers! Had the salmon wrap which was alright, nothing exceptionally good about it. Also, had the Soy Iced Latte which was actually pretty good. The coffee taste was strong and it paired well with the smooth soy milk. The place is rather small, not the best place for large gatherings. Though it could be a great place for dates."
634461,634461,VkcyjifsG_k6y9sCIIRhCQ,-tC_XsZuOjUHMhwvQyT-8Q,singapore,wrdLrTcHXlL4UsiYn3cgKQ,[],12/30/2015,2.0,"The food (eggs with salmon, spicy chicken leg) has been sub-par the three times we've been and the service hasn't been all that great either (waitress seemed lost, they sat us next to a smelly trash can outside). The only thing I'd order again is the waffle and one of the espresso drinks. We had one really interesting experience where I was refused cream with the special hipster v60 (or whatever it's called) coffee. I asked three times, and every time the waitress insisted I order a different coffee no matter how much I pleaded and assured her I wasn't going to put all of the milk in my coffee and ruin it. Give me my damn milk!!!"
634465,634465,v8LHG0teYnKjAyOVzXEJxw,Q1oMmm7tKPOzA7_gqcV4zg,singapore,1FEybXzzkYWItTcYyJPE9A,"['xqh5YU36_kqnntqDZ4uIrw', 'TL-FAvfe3hLyMUON5CESWA', 'Wlo_lUa3-qR0Rasq429WnA']",10/15/2015,3.0,"I don't know if it is just me or what, but I find the shrimp wanton tastes like the CP frozen shrimp wanton. I forgot how the noodle was served in a regular rice bowl. I had the beef brisket with shrimp wanton noodle so the bowl was just slightly bigger. I felt the portion was small but I was not sure if it was because I was used to the bigger bowls served in Crystal Jade and Imperial Treasure. I would say the portion filled me up to 75% full so it was probably good if one wants to eat less or practice eating to 80% fullness. There were 4 wantons which was decent as some places would only give 2-3 wantons when you ordered a mix. The beef brisket could be more tender but it was not bad. The noodles were thin and chewy (Hong Kong style) and the soup was a tad too salty for me. The chili was strange, I would prefer the type served at Crystal Jade or Imperial Treasure. I guessed the people has spoken. The noodle did not live up to its hype so there was no queue after 3 months of opening. It was still only half filled close to 12pm."
634466,634466,w8pAShQMjrT0_Z_dA_Ra3Q,oGtf2Wbi2Wq6TTJecDZFMQ,singapore,1FEybXzzkYWItTcYyJPE9A,"['MS7Rwb_ORjdVP-vdS_lOuQ', 'CRCJAHOGFtvkZhb2cxQGsg', 'GYr_BLeEwwoFr6EY5bb5gw']",9/13/2015,3.0,"Adds a little spring to your step. I have to be honest here. I haven't been to Hong Kong in the last 20 years so it's very difficult for me to asses Mak's Noodles authenticity versus their Hong Kong counterpart.What I will do however, is compare it to other wanton noodles found in Singapore, based on either similar style or price range (so yes, no comparing to auntie lim or auntie choo's wanton Mee at xxx Coffee shop). Tossed Noodle with Shrimp Roe and Oyster Sauce. One of their signature dishes here, I found it leaning to the slightly saltier side. While the noodle was beautifully springy or ""Q Q"", the shrimp roe did end up making the dish a tad bit too smart for my liking. Braised Beef Tendon and Brisket Noodle Now this was a dish that I liked... A LOT!While still leaning slightly towards the salty side, the sauce added a great additional depth to the noodles. Coating the noodles with a smooth, rich and really beefy sauce (be warned, it is really really beefy), served with a fairly generous portion of brisket and tendon, this dish will make any meat lover happy! Wanton soupHow could we come to Mak's and not try their signature wantons. First impressions? A generously stuffed wanton!Nothing can be worse than a wonton with really thick skin and minimum ingredients and this wanton is not one of them. Smooth skinned with a really juicy filling, the wanton was a delight to have! Overall..... A very decent wanton restaurant. The noodles are a lot finer to what most people are used to and because of its springiness, might irritate diners by getting caught between the teeth (I should know, I got a few stuck throughout my lunch), but, however, it was still a good Plate of wanton noodles. Queues are managed well and staff are generally friendly. That said.... Is it a Michelin star restaurant? Hmmm maybe the Hong Kong one but certainly not the ones in Singapore and, it is slightly on the higher end of the spectrum when compared to competitors like crystal jade etc, but it's still generally a decent bowl of wanton Mee."
634467,634467,GOG9iInAUF_y7-n6StZvrg,1cZkSCFPon7CiQTVkP7fuA,singapore,1FEybXzzkYWItTcYyJPE9A,['7K_iSmAbBjUGdh-CS9GMTA'],9/21/2015,2.0,"Come here hungry, leave here hungry. Tiny bowls / portions of noodles that will do nothing other than leave you feeling thirsty and probably a little ripped off. When my bowl of brisket and tendon soup noodles arrived, I literally asked the waitress ""where's the rest of it?""The bowl was only slightly larger than a rice bowl, and came with about 4 small pieces of brisket and 2 chunks of tendon.  The wonton and brisket noodle soup was only slightly larger, but that was probably just down to wontons requiring more room. Broth was tasty, and noodles were well cooked and springy, but had a very strong lye water flavour that I dislike. The wontons also had a very strong ammonia flavour, which I assume is either to preserve the shrimp or to give it some texture. Either way...It didn't taste good and I'm sure it can't be good for you. Go over to OC and have some wonton noodles at HK Central restaurant instead (Level 3, not the one opposite Smoothie King)."
634468,634468,iHaMK2gT7D_oTOGhRMUjfQ,Qr-WoW6Vye4aH3I-YZ2ZyQ,singapore,1FEybXzzkYWItTcYyJPE9A,['K0rkP8buJ0VQADsn7ZZKOA'],9/11/2015,4.0,"Heard about this newly opened restaurant through social media and word of mouth from both family and friends. My aunt was in the queue and when my mother and I arrived, we were quickly seated. I noticed that behind us there was a number of people queuing and looking at the menu before stepping inside this considerably not so big open concept restaurant.As most people have commented about the wonton noodle, I decided to get myself a dry version of the wonton noodle and luo han guo for beverage.The dishes were whipped out within 5 minutes. Unlike what my mother had commented, the portion was pretty reasonable (not too small). The noodles were stringy and on the side there was oyster sauce that you suppose to stir together with the noodles to increase the flavors. I tried the noodle first. Unlike another store I tried this week, it was pretty well cooked. It wasn't too soft or too hard to chew. The prawn wontons together with the soup were flavorful. Not as salty as I thought it might be.The Luo Han Guo drink was refreshing but I would probably try the other drinks the next time round. Price definitely was a little steeper when compared to hawker centres but the quality is what made people queue. Overall, it was a good experience dining here. Side note - take note of the lunch/dinner crowds."
634472,634472,TfFVjVKVpMxp8Gns_DaVtQ,yNraV5fC6-0m-kgF5P7hqA,singapore,1FEybXzzkYWItTcYyJPE9A,"['IYkbZyJzE6ulXmucDcz0Wg', 'gFy5q4f9xkTbBQMSGABP4g', 'p4HGBYqK9Y1Qqaw9jgDn6A']",3/3/2016,4.0,"I feel like Gulliver's travel in a land of miniature food.  Got the beef brisket and dumpling soup.  Taste, texture and all were excellent.  Only issue is it is way way way too small.  If you are here to fill up the tank you will be disappointed.  But for a snack it be just fine."
634473,634473,ebQBW_1ou_ffu-1bV3Bobw,XsIVj_AszmnnsykBrKgdHw,singapore,1FEybXzzkYWItTcYyJPE9A,[],7/18/2015,3.0,"We waited outside at 1045 on a public holiday, and snagged the 2nd last table available upon opening. Phew. Food's ok, but I'm not sure I'll be back any time soon. I felt the broth was not as nice as some other ""less famous"" places around in Singapore."
634474,634474,pVOCVOdEzarwJw-keKLalQ,wEzjzGIrosldGywLy8dFKg,singapore,1FEybXzzkYWItTcYyJPE9A,[],5/10/2016,1.0,"We were so excited to hear from social media that a HK wonton noodle shop opened in SG.  We came hungry at lunch time, and left with a hafty $150 bill for 4 people! Wonton noodle we're talking about here.  The portions were tiny, like a snack size.  Everything was over loaded with MSG!  The texture of the noodle was excellent with a good bite.  The shrimp in the wonton still has a crunch when you bite into it.  It's such a pity!!  We couldn't get over the fact how much MSG they've used."
634475,634475,dB1m-MXi9d6_SWhPv7JYPA,C64vnYvvV1pXLJn0MJ_IJw,singapore,nUxW8GUPL4aDOKzWahs3lA,[],6/3/2016,5.0,This is a great place to bring your SO on a birthday or anniversary. The food and ambience is spectacular. Should be listed as one of Singapore most romantic restaurants. They have special menus on Christmas and valentines day which are worth exploring.
634476,634476,r3jjA1z-ls31738Yegb9Kg,O4ykGO6fzd5_-PKJ70xn1A,singapore,nUxW8GUPL4aDOKzWahs3lA,[],4/29/2018,5.0,"Had my wedding dinner and solemnization there on the terrace. Impeccable service and attention to detail. Must mention the wonderful manager Mr. Ali and Ruth who was our liaison for the whole event. Friends and family loved the food, drinks and service."
